Sector 1,Sector 2,Similarity Score
Media & Entertainment,Management,60.151689267114286
Cross Sectoral,Retail,60.149662435747295
Retail,Cross Sectoral,60.149662435747295
Construction,Information Technology Sector,60.14820629969101
Information Technology Sector,Construction,60.14820629969101
BFSI,Handicrafts and Carpet,60.14128931728483
Handicrafts and Carpet,BFSI,60.14128931728483
Cross Sectoral,Aerospace and Aviation,60.12550538344587
Aerospace and Aviation,Cross Sectoral,60.12550538344587
IT-ITeS,Instrumentation,60.122051174474436
Instrumentation,IT-ITeS,60.122051174474436
Green Jobs,IT-ITeS,60.092871206726976
IT-ITeS,Green Jobs,60.092871206726976
Life Sciences,Media & Entertainment,60.089516147256155
Media & Entertainment,Life Sciences,60.089516147256155
Capital Goods & Manufacturing,Textile,60.08038126228848
Textile,Capital Goods & Manufacturing,60.08038126228848
Media & Entertainment,Power,60.04541404042672
Power,Media & Entertainment,60.04541404042672
Information Technology Sector,Handicrafts and Carpet,59.989943960053886
Handicrafts and Carpet,Information Technology Sector,59.989943960053886
Agriculture,Information Technology Sector,59.97510706087712
Information Technology Sector,Agriculture,59.97510706087712
Management,"Water Supply, Sewerage, Waste Management & Remediation activities",59.97246503087668
"Water Supply, Sewerage, Waste Management & Remediation activities",Management,59.97246503087668
Capital Goods & Manufacturing,Gem & Jewellery,59.970352207272036
Gem & Jewellery,Capital Goods & Manufacturing,59.970352207272036
Media & Entertainment,Automotive,59.96736456094845
Automotive,Media & Entertainment,59.96736456094845
Capital Goods,Hydrocarbon,59.94671068478084
Hydrocarbon,Capital Goods,59.94671068478084
Leather,Cross Sectoral,59.899315891333615
Cross Sectoral,Leather,59.899315891333615
Gem & Jewellery,PwD,59.82980209613488
PwD,Gem & Jewellery,59.82980209613488
Textile,"Education, Training & Research",59.78205575107943
"Education, Training & Research",Textile,59.78205575107943
Management,Infrastructure Equipment,59.77550581943088
Infrastructure Equipment,Management,59.77550581943088
Mining,IT-ITeS,59.758178102063404
IT-ITeS,Mining,59.758178102063404
"Education, Training & Research",Gem & Jewellery,59.72921354329008
Gem & Jewellery,"Education, Training & Research",59.72921354329008
Plumbing,Capital Goods,59.7273615296758
Capital Goods,Plumbing,59.7273615296758
Iron and Steel,Media & Entertainment,59.72187048226775
Media & Entertainment,Iron and Steel,59.72187048226775
Cross Sectoral,IT-ITeS,59.69515156035335
IT-ITeS,Cross Sectoral,59.69515156035335
Capital Goods,Domestic Workers,59.67127775477523
Domestic Workers,Capital Goods,59.67127775477523
Textile,Green Jobs,59.65484669279996
Green Jobs,Textile,59.65484669279996
IT-ITeS,Hydrocarbon,59.65239024289337
Hydrocarbon,IT-ITeS,59.65239024289337
Handicrafts and Carpet,Capital Goods,59.63943463382811
Capital Goods,Handicrafts and Carpet,59.63943463382811
Information Technology Sector,Aerospace and Aviation,59.583984063521605
Aerospace and Aviation,Information Technology Sector,59.583984063521605
Agriculture,Management,59.566474663372276
Management,Agriculture,59.566474663372276
Construction,Management,59.55478849236871
Management,Construction,59.55478849236871
Rubber,Aerospace and Aviation,59.51136410038784
Aerospace and Aviation,Rubber,59.51136410038784
Food Processing,IT-ITeS,59.492376669982654
IT-ITeS,Food Processing,59.492376669982654
Media & Entertainment,Handicrafts and Carpet,59.46665782035595
Handicrafts and Carpet,Media & Entertainment,59.46665782035595
Instrumentation,Textile,59.45965476755732
Textile,Instrumentation,59.45965476755732
Textile,Wood & Carpentry,59.457090465455515
Wood & Carpentry,Textile,59.457090465455515
Agriculture,Textile,59.45667881521729
Textile,Agriculture,59.45667881521729
Rubber,Cross Sectoral,59.439739473468954
Cross Sectoral,Rubber,59.439739473468954
Capital Goods,Life Sciences,59.430054002413854
Life Sciences,Capital Goods,59.430054002413854
Electronics,Aerospace and Aviation,59.3520967495685
Aerospace and Aviation,Electronics,59.3520967495685
Capital Goods,Construction,59.31593388258075
Construction,Capital Goods,59.31593388258075
Electronics,Media & Entertainment,59.26832428638807
Media & Entertainment,Electronics,59.26832428638807
Retail,Rubber,59.2643880651231
Rubber,Retail,59.2643880651231
Media & Entertainment,Infrastructure Equipment,59.24491666360324
Infrastructure Equipment,Media & Entertainment,59.24491666360324
Electronics,Capital Goods,59.24082642254057
Capital Goods,Electronics,59.24082642254057
Aerospace and Aviation,Management,59.20925702758966
Management,Aerospace and Aviation,59.20925702758966
Textile,Tourism & Hospitality,59.1887966416184
Tourism & Hospitality,Textile,59.1887966416184
Capital Goods,Information Technology Sector,59.156428678783776
Information Technology Sector,Capital Goods,59.156428678783776
Hydrocarbon,Media & Entertainment,59.154202482715775
Media & Entertainment,Hydrocarbon,59.154202482715775
Gem & Jewellery,Domestic Workers,59.14796313378343
Domestic Workers,Gem & Jewellery,59.14796313378343
Gem & Jewellery,Mining,59.08360298683157
Mining,Gem & Jewellery,59.08360298683157
Instrumentation,Media & Entertainment,59.037369986281426
Media & Entertainment,Instrumentation,59.037369986281426
Cross Sectoral,Handicrafts and Carpet,59.03057328872597
Handicrafts and Carpet,Cross Sectoral,59.03057328872597
Gem & Jewellery,Iron and Steel,59.02535371623257
Iron and Steel,Gem & Jewellery,59.02535371623257
Gem & Jewellery,Furniture & Fittings,59.021059211146394
Furniture & Fittings,Gem & Jewellery,59.021059211146394
Food Processing,Gem & Jewellery,59.01168869101952
Gem & Jewellery,Food Processing,59.01168869101952
Retail,Gem & Jewellery,58.98945090532003
Gem & Jewellery,Retail,58.98945090532003
Agriculture,Capital Goods,58.987575984870396
Capital Goods,Agriculture,58.987575984870396
Telecom,Textile,58.96525970161802
Textile,Telecom,58.96525970161802
Electronics,Rubber,58.95199510585496
Rubber,Electronics,58.95199510585496
Management,Handicrafts and Carpet,58.93442214013614
Handicrafts and Carpet,Management,58.93442214013614
Media & Entertainment,Plumbing,58.87889729305456
Plumbing,Media & Entertainment,58.87889729305456
Textile,Rubber,58.85209138118586
Rubber,Textile,58.85209138118586
Logistics,Capital Goods,58.8508483785326
Capital Goods,Logistics,58.8508483785326
Sports,Capital Goods,58.832865664220826
Capital Goods,Sports,58.832865664220826
Media & Entertainment,Agriculture,58.546042763595956
Agriculture,Media & Entertainment,58.546042763595956
Plumbing,Textile,58.538007013459485
Textile,Plumbing,58.538007013459485
Gem & Jewellery,Power,58.508772624542964
Power,Gem & Jewellery,58.508772624542964
"Water Supply, Sewerage, Waste Management & Remediation activities",Capital Goods,58.466273143927886
Capital Goods,"Water Supply, Sewerage, Waste Management & Remediation activities",58.466273143927886
Tourism & Hospitality,Gem & Jewellery,58.4445864629006
Gem & Jewellery,Tourism & Hospitality,58.4445864629006
Hydrocarbon,Textile,58.43816032208936
Textile,Hydrocarbon,58.43816032208936
"Water Supply, Sewerage, Waste Management & Remediation activities",Textile,58.43291704453139
Textile,"Water Supply, Sewerage, Waste Management & Remediation activities",58.43291704453139
Textile,Furniture & Fittings,58.4118491885529
Furniture & Fittings,Textile,58.4118491885529
"Water Supply, Sewerage, Waste Management & Remediation activities",Information Technology Sector,58.369794144157105
Information Technology Sector,"Water Supply, Sewerage, Waste Management & Remediation activities",58.369794144157105
Textile,Construction,58.346384513011394
Construction,Textile,58.346384513011394
Construction,Media & Entertainment,58.342056176828514
Media & Entertainment,Construction,58.342056176828514
"Water Supply, Sewerage, Waste Management & Remediation activities",IT-ITeS,58.281878210750406
IT-ITeS,"Water Supply, Sewerage, Waste Management & Remediation activities",58.281878210750406
Gem & Jewellery,Green Jobs,58.27651673097514
Green Jobs,Gem & Jewellery,58.27651673097514
Tourism & Hospitality,Capital Goods,58.27416556929493
Capital Goods,Tourism & Hospitality,58.27416556929493
Sports,Gem & Jewellery,58.23230960505843
Gem & Jewellery,Sports,58.23230960505843
IT-ITeS,Media & Entertainment,58.12156755642565
Media & Entertainment,IT-ITeS,58.12156755642565
Textile,Automotive,58.07101693523864
Automotive,Textile,58.07101693523864
Capital Goods,Rubber,58.06454530508173
Rubber,Capital Goods,58.06454530508173
Iron and Steel,IT-ITeS,58.01243932622702
IT-ITeS,Iron and Steel,58.01243932622702
Plumbing,IT-ITeS,57.97473726395208
IT-ITeS,Plumbing,57.97473726395208
Agriculture,Gem & Jewellery,57.9513475020544
Gem & Jewellery,Agriculture,57.9513475020544
Aerospace and Aviation,Media & Entertainment,57.91466067539701
Media & Entertainment,Aerospace and Aviation,57.91466067539701
Wood & Carpentry,Beauty & Wellness,57.82974299276861
Beauty & Wellness,Wood & Carpentry,57.82974299276861
Rubber,BFSI,57.82897657421713
BFSI,Rubber,57.82897657421713
Infrastructure Equipment,Gem & Jewellery,57.773265644630634
Gem & Jewellery,Infrastructure Equipment,57.773265644630634
Capital Goods,Cross Sectoral,57.74121113698314
Cross Sectoral,Capital Goods,57.74121113698314
Gem & Jewellery,BFSI,57.73999846876611
BFSI,Gem & Jewellery,57.73999846876611
Healthcare,Capital Goods,57.698584470876646
Capital Goods,Healthcare,57.698584470876646
Infrastructure Equipment,IT-ITeS,57.655355065108374
IT-ITeS,Infrastructure Equipment,57.655355065108374
Rubber,Information Technology Sector,57.6394204445264
Information Technology Sector,Rubber,57.6394204445264
Healthcare,Gem & Jewellery,57.63618140642637
Gem & Jewellery,Healthcare,57.63618140642637
Construction,Gem & Jewellery,57.62548881160521
Gem & Jewellery,Construction,57.62548881160521
BFSI,Capital Goods,57.595992688934565
Capital Goods,BFSI,57.595992688934565
Gem & Jewellery,Automotive,57.5147967910338
Automotive,Gem & Jewellery,57.5147967910338
Leather,IT-ITeS,57.51188226320376
IT-ITeS,Leather,57.51188226320376
Textile,BFSI,57.4564435975786
BFSI,Textile,57.4564435975786
IT-ITeS,Construction,57.437914333042144
Construction,IT-ITeS,57.437914333042144
Aerospace and Aviation,IT-ITeS,57.40642239553779
IT-ITeS,Aerospace and Aviation,57.40642239553779
Textile,Retail,57.39324165994691
Retail,Textile,57.39324165994691
Gem & Jewellery,Telecom,57.3812041270573
Telecom,Gem & Jewellery,57.3812041270573
Sports,Textile,57.357240329260975
Textile,Sports,57.357240329260975
Rubber,Management,57.343541905202116
Management,Rubber,57.343541905202116
Retail,Capital Goods,57.14762745913666
Capital Goods,Retail,57.14762745913666
Cross Sectoral,Media & Entertainment,57.13243373119196
Media & Entertainment,Cross Sectoral,57.13243373119196
Gem & Jewellery,Information Technology Sector,57.1171894310145
Information Technology Sector,Gem & Jewellery,57.1171894310145
Media & Entertainment,Rubber,57.07791525383537
Rubber,Media & Entertainment,57.07791525383537
Gem & Jewellery,Rubber,57.06225224808511
Rubber,Gem & Jewellery,57.06225224808511
Agriculture,IT-ITeS,57.03477459939002
IT-ITeS,Agriculture,57.03477459939002
Instrumentation,Gem & Jewellery,56.989340345316606
Gem & Jewellery,Instrumentation,56.989340345316606
Healthcare,Textile,56.96298774961975
Textile,Healthcare,56.96298774961975
Aerospace and Aviation,Capital Goods,56.94865215952939
Capital Goods,Aerospace and Aviation,56.94865215952939
Electronics,Gem & Jewellery,56.938388159274844
Gem & Jewellery,Electronics,56.938388159274844
Gem & Jewellery,Plumbing,56.81933433433348
Plumbing,Gem & Jewellery,56.81933433433348
Textile,Gem & Jewellery,56.81780745136097
Gem & Jewellery,Textile,56.81780745136097
Domestic Workers,Beauty & Wellness,56.77612438975914
Beauty & Wellness,Domestic Workers,56.77612438975914
Beauty & Wellness,Healthcare,56.675410269886406
Healthcare,Beauty & Wellness,56.675410269886406
Capital Goods,Management,56.6153339667697
Management,Capital Goods,56.6153339667697
Life Sciences,Gem & Jewellery,56.60539234635412
Gem & Jewellery,Life Sciences,56.60539234635412
Life Sciences,Textile,56.575770163686244
Textile,Life Sciences,56.575770163686244
Media & Entertainment,"Water Supply, Sewerage, Waste Management & Remediation activities",56.55310929816509
"Water Supply, Sewerage, Waste Management & Remediation activities",Media & Entertainment,56.55310929816509
IT-ITeS,Capital Goods,56.54687214535219
Capital Goods,IT-ITeS,56.54687214535219
Beauty & Wellness,"Education, Training & Research",56.538267268530184
"Education, Training & Research",Beauty & Wellness,56.538267268530184
PwD,Beauty & Wellness,56.5222481585804
Beauty & Wellness,PwD,56.5222481585804
Gem & Jewellery,Hydrocarbon,56.46078364976565
Hydrocarbon,Gem & Jewellery,56.46078364976565
Sports,Beauty & Wellness,56.389510851183516
Beauty & Wellness,Sports,56.389510851183516
Electronics,Textile,56.26018912665242
Textile,Electronics,56.26018912665242
Handicrafts and Carpet,IT-ITeS,56.146414646442004
IT-ITeS,Handicrafts and Carpet,56.146414646442004
Logistics,Gem & Jewellery,56.1185384647619
Gem & Jewellery,Logistics,56.1185384647619
Beauty & Wellness,Tourism & Hospitality,56.061416111721414
Tourism & Hospitality,Beauty & Wellness,56.061416111721414
Aerospace and Aviation,Textile,56.048265729312476
Textile,Aerospace and Aviation,56.048265729312476
Gem & Jewellery,Media & Entertainment,55.841353909528955
Media & Entertainment,Gem & Jewellery,55.841353909528955
Beauty & Wellness,Retail,55.81084954941533
Retail,Beauty & Wellness,55.81084954941533
Capital Goods,Gem & Jewellery,55.80320179093162
Gem & Jewellery,Capital Goods,55.80320179093162
Aerospace and Aviation,Gem & Jewellery,55.73318541848062
Gem & Jewellery,Aerospace and Aviation,55.73318541848062
Media & Entertainment,Capital Goods,55.67505076429604
Capital Goods,Media & Entertainment,55.67505076429604
Textile,Logistics,55.64978315525381
Logistics,Textile,55.64978315525381
Gem & Jewellery,"Water Supply, Sewerage, Waste Management & Remediation activities",55.63341460699741
"Water Supply, Sewerage, Waste Management & Remediation activities",Gem & Jewellery,55.63341460699741
Information Technology Sector,Textile,55.56436110719113
Textile,Information Technology Sector,55.56436110719113
Beauty & Wellness,BFSI,55.45183687014814
BFSI,Beauty & Wellness,55.45183687014814
Cross Sectoral,Gem & Jewellery,55.19153060650877
Gem & Jewellery,Cross Sectoral,55.19153060650877
Gem & Jewellery,Management,55.17805093267817
Management,Gem & Jewellery,55.17805093267817
Beauty & Wellness,Handicrafts and Carpet,55.17130074502467
Handicrafts and Carpet,Beauty & Wellness,55.17130074502467
Information Technology Sector,Beauty & Wellness,55.15006462173534
Beauty & Wellness,Information Technology Sector,55.15006462173534
Food Processing,Beauty & Wellness,55.08086474255656
Beauty & Wellness,Food Processing,55.08086474255656
Power,Beauty & Wellness,55.06648044335823
Beauty & Wellness,Power,55.06648044335823
Beauty & Wellness,Capital Goods & Manufacturing,55.04798623139587
Capital Goods & Manufacturing,Beauty & Wellness,55.04798623139587
IT-ITeS,Rubber,54.94512235157781
Rubber,IT-ITeS,54.94512235157781
Leather,Beauty & Wellness,54.867978064504314
Beauty & Wellness,Leather,54.867978064504314
Beauty & Wellness,Green Jobs,54.831013879386745
Green Jobs,Beauty & Wellness,54.831013879386745
Mining,Beauty & Wellness,54.82343165833001
Beauty & Wellness,Mining,54.82343165833001
Capital Goods,Textile,54.77650944046774
Textile,Capital Goods,54.77650944046774
Plumbing,Beauty & Wellness,54.724888480901356
Beauty & Wellness,Plumbing,54.724888480901356
Beauty & Wellness,Apparel,54.6817840470477
Apparel,Beauty & Wellness,54.6817840470477
Telecom,Beauty & Wellness,54.60505453857619
Beauty & Wellness,Telecom,54.60505453857619
Beauty & Wellness,Agriculture,54.53508809232795
Agriculture,Beauty & Wellness,54.53508809232795
Life Sciences,Beauty & Wellness,54.47315290708001
Beauty & Wellness,Life Sciences,54.47315290708001
Automotive,Beauty & Wellness,54.40542823375417
Beauty & Wellness,Automotive,54.40542823375417
Textile,Cross Sectoral,54.3994092026205
Cross Sectoral,Textile,54.3994092026205
Beauty & Wellness,Management,54.28010937234029
Management,Beauty & Wellness,54.28010937234029
Beauty & Wellness,Furniture & Fittings,54.2349187430556
Furniture & Fittings,Beauty & Wellness,54.2349187430556
Beauty & Wellness,Construction,54.1946678702833
Construction,Beauty & Wellness,54.1946678702833
Beauty & Wellness,Instrumentation,54.18348884173361
Instrumentation,Beauty & Wellness,54.18348884173361
Iron and Steel,Beauty & Wellness,54.05054237786135
Beauty & Wellness,Iron and Steel,54.05054237786135
Beauty & Wellness,Infrastructure Equipment,54.037912958458634
Infrastructure Equipment,Beauty & Wellness,54.037912958458634
Beauty & Wellness,Hydrocarbon,54.03255539721539
Hydrocarbon,Beauty & Wellness,54.03255539721539
Rubber,Beauty & Wellness,53.957169565167916
Beauty & Wellness,Rubber,53.957169565167916
Beauty & Wellness,"Water Supply, Sewerage, Waste Management & Remediation activities",53.94570766477294
"Water Supply, Sewerage, Waste Management & Remediation activities",Beauty & Wellness,53.94570766477294
Beauty & Wellness,Aerospace and Aviation,53.82286845477896
Aerospace and Aviation,Beauty & Wellness,53.82286845477896
Media & Entertainment,Beauty & Wellness,53.78666031768861
Beauty & Wellness,Media & Entertainment,53.78666031768861
Beauty & Wellness,Logistics,53.70768302969402
Logistics,Beauty & Wellness,53.70768302969402
Electronics,Beauty & Wellness,53.636824673403574
Beauty & Wellness,Electronics,53.636824673403574
Beauty & Wellness,Gem & Jewellery,53.49280401211444
Gem & Jewellery,Beauty & Wellness,53.49280401211444
Management,Textile,53.097375794992686
Textile,Management,53.097375794992686
Textile,Media & Entertainment,53.05570553359968
Media & Entertainment,Textile,53.05570553359968
Gem & Jewellery,IT-ITeS,53.049313042317756
IT-ITeS,Gem & Jewellery,53.049313042317756
Beauty & Wellness,Cross Sectoral,52.80053178674407
Cross Sectoral,Beauty & Wellness,52.80053178674407
IT-ITeS,Beauty & Wellness,52.2761894310688
Beauty & Wellness,IT-ITeS,52.2761894310688
Beauty & Wellness,Textile,51.858618245705536
Textile,Beauty & Wellness,51.858618245705536
Capital Goods,Beauty & Wellness,51.81702334252462
Beauty & Wellness,Capital Goods,51.81702334252462
Paints & Coatings,"Water Supply, Sewerage, Waste Management & Remediation activities",50.94303163365351
"Water Supply, Sewerage, Waste Management & Remediation activities",Paints & Coatings,50.94303163365351
Textile,IT-ITeS,50.35510275581476
IT-ITeS,Textile,50.35510275581476
Paints & Coatings,Instrumentation,49.562727710316636
Instrumentation,Paints & Coatings,49.562727710316636
Plumbing,Paints & Coatings,49.325739517263216
Paints & Coatings,Plumbing,49.325739517263216
IT-ITeS,Paints & Coatings,49.05857312467454
Paints & Coatings,IT-ITeS,49.05857312467454
Retail,Paints & Coatings,48.99347577516212
Paints & Coatings,Retail,48.99347577516212
Cross Sectoral,Paints & Coatings,48.97606695487186
Paints & Coatings,Cross Sectoral,48.97606695487186
Life Sciences,Paints & Coatings,48.92302503948596
Paints & Coatings,Life Sciences,48.92302503948596
Paints & Coatings,Automotive,48.878588002213874
Automotive,Paints & Coatings,48.878588002213874
Hydrocarbon,Paints & Coatings,48.870553030789864
Paints & Coatings,Hydrocarbon,48.870553030789864
Furniture & Fittings,Paints & Coatings,48.82938750770946
Paints & Coatings,Furniture & Fittings,48.82938750770946
Paints & Coatings,Capital Goods,48.78682171929359
Capital Goods,Paints & Coatings,48.78682171929359
Telecom,Paints & Coatings,48.76416656058927
Paints & Coatings,Telecom,48.76416656058927
Power,Paints & Coatings,48.64755128923681
Paints & Coatings,Power,48.64755128923681
Paints & Coatings,Management,48.620374578235925
Management,Paints & Coatings,48.620374578235925
Beauty & Wellness,Paints & Coatings,48.56342832205005
Paints & Coatings,Beauty & Wellness,48.56342832205005
Electronics,Paints & Coatings,48.53237899891087
Paints & Coatings,Electronics,48.53237899891087
Paints & Coatings,Logistics,48.52292658166143
Logistics,Paints & Coatings,48.52292658166143
Infrastructure Equipment,Paints & Coatings,48.47755065485514
Paints & Coatings,Infrastructure Equipment,48.47755065485514
Paints & Coatings,Construction,48.42268316805819
Construction,Paints & Coatings,48.42268316805819
Iron and Steel,Paints & Coatings,48.381109224213844
Paints & Coatings,Iron and Steel,48.381109224213844
Capital Goods & Manufacturing,Paints & Coatings,48.25683102491635
Paints & Coatings,Capital Goods & Manufacturing,48.25683102491635
Paints & Coatings,Rubber,48.245827344395096
Rubber,Paints & Coatings,48.245827344395096
Paints & Coatings,BFSI,48.24335938566862
BFSI,Paints & Coatings,48.24335938566862
Paints & Coatings,Tourism & Hospitality,48.17897885730646
Tourism & Hospitality,Paints & Coatings,48.17897885730646
Aerospace and Aviation,Paints & Coatings,48.1726228674964
Paints & Coatings,Aerospace and Aviation,48.1726228674964
Paints & Coatings,Media & Entertainment,48.16927612512025
Media & Entertainment,Paints & Coatings,48.16927612512025
Mining,Paints & Coatings,48.07275889173113
Paints & Coatings,Mining,48.07275889173113
Paints & Coatings,Green Jobs,47.83530992466407
Green Jobs,Paints & Coatings,47.83530992466407
Food Processing,Paints & Coatings,47.831492788896
Paints & Coatings,Food Processing,47.831492788896
Paints & Coatings,Sports,47.72677063926176
Sports,Paints & Coatings,47.72677063926176
Information Technology Sector,Paints & Coatings,47.52825715465767
Paints & Coatings,Information Technology Sector,47.52825715465767
Paints & Coatings,Apparel,47.520244361437
Apparel,Paints & Coatings,47.520244361437
Agriculture,Paints & Coatings,47.48563878636512
Paints & Coatings,Agriculture,47.48563878636512
Healthcare,Paints & Coatings,47.281484155227254
Paints & Coatings,Healthcare,47.281484155227254
Domestic Workers,Paints & Coatings,47.1592437196586
Paints & Coatings,Domestic Workers,47.1592437196586
Paints & Coatings,Leather,47.11360478825358
Leather,Paints & Coatings,47.11360478825358
Wood & Carpentry,Paints & Coatings,46.84444782640156
Paints & Coatings,Wood & Carpentry,46.84444782640156
Handicrafts and Carpet,Paints & Coatings,46.83825754392833
Paints & Coatings,Handicrafts and Carpet,46.83825754392833
PwD,Paints & Coatings,46.77525767506613
Paints & Coatings,PwD,46.77525767506613
Gem & Jewellery,Paints & Coatings,46.523432754094124
Paints & Coatings,Gem & Jewellery,46.523432754094124
Paints & Coatings,"Education, Training & Research",46.42184689740936
"Education, Training & Research",Paints & Coatings,46.42184689740936
Paints & Coatings,Textile,44.63440722920578
Textile,Paints & Coatings,44.63440722920578
